doi,title,year,citations,is_oa,type,source_journal,abstract,ASL,MWL,LD,LC,JD,HD,NCC,ncc_group,mean_citations
https://doi.org/10.1080/1478422x.2020.1765476,Exploring the corrosion performances of carbon steel in flowing natural sea water and synthetic sea waters,2020,46,False,article,Corrosion Engineering Science and Technology The International Journal of Corrosion Processes and Corrosion Control,"The corrosion performances of the EH 36 carbon steel in stagnant and flowing natural sea water and synthetic sea waters were investigated. Results show that the general corrosion rates of the steels are close in stagnant natural sea water and synthetic sea waters. The corrosion rate, corrosion feature and the rust components of the steels in flowing 3.5% NaCl solution were significantly different from those of the steels in flowing natural sea water, indicating 3.5% NaCl solution could not restore the flow accelerated corrosion (FAC) performance of carbon steels in marine environment. The pH difference between 3.5% NaCl solution and natural sea water is not the main contributor for FAC performance changing. The corrosion performance of the steel in ASTM D1141 synthetic sea water was similar to that in natural sea water within small deviations of the corrosion rate at both static and flowing conditions.",18.125,6.220689655172414,0.6758620689655173,0.4827586206896552,0.034482758620689655,0.013793103448275862,3.6357388316151202,2020,12.652173913043478
https://doi.org/10.1080/1478422x.2017.1300363,Sulphide-transport control of the corrosion of copper canisters,2017,43,True,article,Corrosion Engineering Science and Technology The International Journal of Corrosion Processes and Corrosion Control,"The long-term anaerobic corrosion rate of copper canisters in a KBS-3 repository is calculated on the basis of sulphide-transport control. The nature of the anodic and cathodic rate-determining steps, as well as the controlling process for the overall corrosion reaction of copper in sulphide environments, are considered. Evidence indicates that the assumption of sulphide-transport control is valid for the overwhelming majority of ground water flow rates and sulphide concentrations considered in the Swedish SR-Site safety assessment. There is no evidence that canister lifetimes calculated on the basis of sulphide-transport control are non-conservative.This paper is part of a supplement on the 6th International Workshop on Long-Term Prediction of Corrosion Damage in Nuclear Waste Systems.",22.6,6.911504424778761,0.6460176991150443,0.6371681415929203,0.035398230088495575,0.061946902654867256,2.6147164026571286,2017,16.445378151260503
https://doi.org/10.1080/1478422x.2023.2180195,"Corrosion monitoring at the interface using sensors and advanced sensing materials: methods, challenges and opportunities",2023,34,True,article,Corrosion Engineering Science and Technology The International Journal of Corrosion Processes and Corrosion Control,"Detecting and monitoring of corrosion is one of the major challenges in insulated metallic structures or structures with one or more than one interface. This review paper aims to consolidate scattered literature on laboratory system-based corrosion measurement at the interface region. There are range of sensor-based detection and monitoring methods (active, passive) for corrosion rate analysis, including those which measures a surrogate, i.e. quantifying moisture, temperature, pH and qualify other changes or degradations at the interface. With the emergence of a novel application of advanced sensing methods, this review also presents the possibility of the application of hybrid and multifunctional sensing methods at the interfaces, aimed at advancing corrosion monitoring at the interface region. Key research areas of development relating to the application of combination of other materials (e.g. metal oxides, carbon nanotubes, metal nanowires, piezoelectric) as potential sensors and their impact on existing practices in the field are identified.",16.666666666666668,6.933333333333334,0.6133333333333333,0.6533333333333333,0.04666666666666667,0.006666666666666667,6.552727272727272,2023,5.188679245283019
https://doi.org/10.1179/1743278215y.0000000029,Effect of Fe ion concentration on corrosion of carbon steel in CO <sub>2</sub> environment,2015,31,True,article,Corrosion Engineering Science and Technology The International Journal of Corrosion Processes and Corrosion Control,"In this work, the corrosion behaviour of steel wires in solutions containing different concentrations of Fe2+ was investigated by the linear polarisation resistance method, while the evolution of pH was monitored in situ and changes of the Fe2+ concentration were monitored ex situ. Characterisation of the corrosion scales was performed using microscopic and diffraction techniques. Scale analysis revealed that the passivation of samples, exposed to initially highly Fe2+ supersaturated solution, occurred when a formation of a double layer took place, resulting in 30 times lower corrosion rate compared to samples tested in solutions without initial Fe2+.",32.0,6.78125,0.6875,0.6979166666666666,0.052083333333333336,0.0,1.9686940966010733,2015,15.746478873239436
https://doi.org/10.1080/1478422x.2022.2161122,Smart corrosion inhibitors for controlled release: a review,2022,31,False,article,Corrosion Engineering Science and Technology The International Journal of Corrosion Processes and Corrosion Control,"Metal corrosion has been one of the most urgent problems bringing about great economic loss and life threats worldwide. Corrosion inhibitors can prevent metal from corrosion when directly added to corrosive media, which is a low-cost and efficient strategy towards corrosion protection. However, the corrosion protection ability cannot be durable without continuous additions of corrosion inhibitors. Micro/nano-containers encapsulated with corrosion inhibitors offer promising opportunities for delaying the corrosion process and prolonging the service period, regarded as smart corrosion inhibitors that can respond to stimuli spontaneously and release on demand. The review focuses on the diverse ambient stimuli and actively responsive mechanisms of smart corrosion inhibitors. Furthermore, the present drawbacks and underexplored possibilities of current research studies are pointed out, and future perspectives are prospected for smart corrosion inhibitor applications.",21.5,7.465116279069767,0.6976744186046512,0.7131782945736435,0.03875968992248062,0.023255813953488372,3.9537892791127542,2022,7.840579710144928
https://doi.org/10.1080/1478422x.2017.1388648,Passivity of stainless steel in sulphuric acid under chemical oxidation,2017,27,False,article,Corrosion Engineering Science and Technology The International Journal of Corrosion Processes and Corrosion Control,"The main purpose of the present work was to study the passivity of stainless steel in sulphuric acid under chemical oxidation with H2O2 solution. Potentiodynamic polarisation and open circuit potential (OCP) measurements indicated that H2O2 facilitates the increase of OCP of stainless steel which shifts from active region into passive region. The X-ray photoelectron spectroscopy results suggested that a passive film, composed of oxyhydroxides, Cr2O3, Cr(VI) species, NiO, and sulphate (FeSO4, Cr2(SO4)3·xH2O), is achieved after H2SO4–H2O2 passivation. The passive mechanism under H2O2 oxidation was discussed and the corrosion resistance of passive film was compared with that of the passive films produced by HNO3 passivity and H2SO4 potentiostatic passivity. The results of electrochemical impedance spectroscopy, cyclic voltammetry, and anodic polarisation experiments confirmed that the chemical oxidation with H2O2 solution is capable of improving the corrosion resistance of stainless steel significantly and the passive film is more stable than those produced by other passivating methods.",30.6,7.091503267973856,0.673202614379085,0.5947712418300654,0.058823529411764705,0.026143790849673203,1.6417986714358714,2017,16.445378151260503
https://doi.org/10.1080/1478422x.2021.1921336,Influence of additive manufacturing by laser powder bed fusion on the susceptibility of Alloy 718 to hydrogen embrittlement,2021,25,False,article,Corrosion Engineering Science and Technology The International Journal of Corrosion Processes and Corrosion Control,"The susceptibility of additively manufactured (AM) and heat-treated Alloy 718 to hydrogen embrittlement was compared to that of wrought Alloy 718. Specimens were prepared from laser powder bed fusion (LPBF) coupons built with the long axis in the x-direction (horizontal printing) and with the long axis in the z-direction (vertical printing). Despite the heat treatment, coupons printed horizontally demonstrated retained elongated grains parallel to the build, z-direction, while the coupons printed vertically had a relatively uniform and small grain structure perpendicular to the build direction, but a highly elongated grain structure parallel to the build direction. Slow strain rate testing under standardised cathodic charging conditions in 0.1 M H2SO4 indicated a greater susceptibility to hydrogen embrittlement of the test specimens manufactured from coupons printed horizontally, attributed to cracks more readily propagating along the elongated direction of the microstructure.",27.6,7.079710144927536,0.6884057971014492,0.6086956521739131,0.050724637681159424,0.014492753623188406,3.3980582524271847,2021,7.357142857142857
https://doi.org/10.1080/1478422x.2022.2120945,Structural and electrochemical corrosion properties of plasma-sprayed CoCrFeNiMo HEA coating in corrosive solutions,2022,23,False,article,Corrosion Engineering Science and Technology The International Journal of Corrosion Processes and Corrosion Control,"A CoCrFeNiMo high-entropy alloy (HEA) coating was prepared on Ti6Al4V alloy by plasma spraying technique. The microstructure and phases of the obtained coating were analysed using an ultra-depth-of-field microscope and X-ray diffraction, respectively. The electrochemical corrosion properties of CoCrFeNiMo HEA coating in 3.5% NaCl, 0.1 M H2SO4 and 0.1 M NaOH solutions were comparatively evaluated using an electrochemical workstation, and the corrosion mechanisms were also discussed by the corrosion models. The results show that the CoCrFeNiMo HEA coating is mainly a solid solution structure of face-centered cubic, which forms mechanical bonding at the coating interface. The charge transfer resistance Rct of 597 × 1016 μA·cm–2 in 0.1 M H2SO4 solution is the highest and the corrosion current density icorr of 4.203 × 10–7 μA·cm–2 also presents the lowest among the three kinds of corrosive solutions, which shows the highest electrochemical corrosion resistance. As a result, the sequence of corrosion resistance is in 0.1 M H2SO4 solution > in 3.5% NaCl solution > in 0.1 M NaOH solution, in which the corrosion resistance is further improved by the passive film on the CoCrFeNiMo HEA coating.",13.142857142857142,6.375,0.717391304347826,0.5489130434782609,0.03804347826086957,0.005434782608695652,2.933456561922366,2022,7.840579710144928
https://doi.org/10.1080/1478422x.2022.2154735,The effect of Mn addition on corrosion behaviour of equiatomic CoCrFeNi high entropy alloys in NaCl solution,2022,20,False,article,Corrosion Engineering Science and Technology The International Journal of Corrosion Processes and Corrosion Control,"The corrosion behaviour of equiatomic CoCrFeNi and CoCrFeNiMn high entropy alloys manufactured by the vacuum arc melting were studied in 3.5 wt-% NaCl solution. And the reasons for the differences in corrosion resistance were investigated in terms of microstructure, electrochemical behaviour and oxide film. The results show that the two alloys exhibit different corrosion characteristics, with CoCrFeNi alloy displaying typical passivation characteristics and CoCrFeNiMn alloy exhibiting activation behaviour. The CoCrFeNi HEA with compact and protective passive film has lower corrosion current density, larger film resistance and polarisation resistance, meaning a lower corrosion rate and superior corrosion resistance compared with those of CoCrFeNiMn alloy. Moreover, CoCrFeNiMn alloy forms a discontinuous and loose corrosion product film with higher Mn content and lower contents of Cr, Fe and Co compared to the matrix, which decreases its protection performance. The addition of Mn changes the electrochemical behaviour, and higher Mn oxides/hydroxides within oxide film are unfavourable to forming a stable passive film.",22.571428571428573,7.056962025316456,0.7088607594936709,0.5759493670886076,0.06962025316455696,0.0,2.5508317929759703,2022,7.840579710144928
https://doi.org/10.1177/1478422x241278895,"A mini review on coated pipes: Materials, manufacturing and anti-corrosion protection",2024,20,False,article,Corrosion Engineering Science and Technology The International Journal of Corrosion Processes and Corrosion Control,"Pipelines are ubiquitous engineering structures used to transport fluid substances. To increase the durability and lifespan of pipes, engineers often coat chemically inactive materials onto the inner and/or outer surfaces of pipes, resulting in coated pipes. This article offers a review of research on coated pipes with a focus on their material selections, manufacturing methods, failure mechanisms and protection approaches. The information provided in this review article will be of great value to researchers and engineers dedicated to the design and manufacturing of coated pipes and their applications.",22.0,6.829545454545454,0.6477272727272727,0.6704545454545454,0.03409090909090909,0.022727272727272728,5.161290322580645,2024,3.875
https://doi.org/10.1080/1478422x.2022.2053036,Monitoring corrosion rates with ER-probes – a critical assessment based on experiments and numerical modelling,2022,17,True,article,Corrosion Engineering Science and Technology The International Journal of Corrosion Processes and Corrosion Control,"Electrical resistance (ER) probes are a technique used to monitor the corrosion rate (CR) of metals in a wide range of applications and industries. However, limited data comparing CR measured with ER-probes, weight loss and electrochemical methods is available. The aim of this work is to provide data regarding the reliability of CR measurements with ER-probes by comparison with LPR, EIS and weight loss measurements and to provide suggestions for designing ER-probes depending on the expected corrosion mechanism and CR. To evaluate the ER-probes reliability in CR measurements, both uniform and localised corrosion in four different environments were studied. CRs obtained with ER-probes showed good agreement with weight loss and electrochemical measurements. Numerical models were used to optimise ER-probe geometry regarding the expected corrosion type and CR, and to study the effect of Joule heating. Design charts were proposed to support ER-probes design concerning the expected CR in certain applications.",21.428571428571427,6.653333333333333,0.6933333333333334,0.56,0.02666666666666667,0.013333333333333334,2.168207024029575,2022,7.840579710144928
https://doi.org/10.1080/1478422x.2022.2162662,A high-resolution characterisation of localised corrosion of AA5083-H111 in simulated seawater by TEM,2022,17,False,article,Corrosion Engineering Science and Technology The International Journal of Corrosion Processes and Corrosion Control,"The localised corrosion of aluminium alloy (AA) 5083-H111 in 3.5 wt-% NaCl solution was studied by combing scanning electron microscope (SEM), focused ion beam (FIB) and transmission electron microscopy (TEM) techniques. It was found that the Ti-rich intermetallic particles (IMPs) served as the cathodes and triggered the dissolution of its adjacent Al matrix; as a result, a trench was formed between the IMP and its surrounding Al matrix. Raised ‘circles’ were identified on the alloy surface at the periphery of the IMPs, which was considered to be the cathodic region on which corrosion products deposited. A sub-surface that consisted of fine Al grains and corroded Al–Mg phases were observed under the raised ‘circle’ region.",22.8,6.307017543859649,0.6578947368421053,0.7368421052631579,0.043859649122807015,0.03508771929824561,2.168207024029575,2022,7.840579710144928
https://doi.org/10.1177/1478422x241241390,Eco-friendly methanolic <i>Ajuga orientalis</i> extract as corrosion inhibitor for aluminium in 1.0 M NaOH,2024,15,True,article,Corrosion Engineering Science and Technology The International Journal of Corrosion Processes and Corrosion Control,"The inhibitory impact of the methanolic Ajuga orientalis (MAO) extract on Al corrosion in 1.0 M NaOH solution was examined using weight loss with electrochemical polarisation and scanning electron microscopy (SEM) techniques. According to the findings, the extract was an effective inhibitor in basic condition, as well as inhibition effectiveness increased with concentration. Furthermore, temperature studies revealed a loss in efficiency followed by a rise when temperature rose, followed by an increase and a fall in the fundamental media when the temperature increased from 30 °C to 50 °C. Frumkin, Freundlich and El Awady isotherms were used to mimic the inhibitor's adsorption properties. For the inhibitory behaviour, physical and chemical adsorption mechanisms are proposed. The adsorption process's thermodynamic parameters (ΔH*, ΔS* and E a ) were determined and explained. The inhibitor was examined as a mixed-type (anodic and cathodic) inhibitor based on polarisation studies. The inhibitor, according to the SEM data, is partially coating the metal surface, providing it with a reasonable amount of protection. The findings from weight loss, electrochemical polarisation, SEM and quantum chemical calculations collectively demonstrate a strong consensus, indicating that the MAO extract exhibits high effectiveness as an inhibitor for aluminium in a basic solution.",19.9,6.8040201005025125,0.6934673366834171,0.6080402010050251,0.01507537688442211,0.01507537688442211,3.870967741935484,2024,3.875
https://doi.org/10.1080/1478422x.2022.2056286,Application of accelerated cyclic test with synthetic ocean water salt-deposition process to the evaluation on corrosion characteristics of weathering steel,2022,14,False,article,Corrosion Engineering Science and Technology The International Journal of Corrosion Processes and Corrosion Control,"The corrosion of bridging structures affects their stiffness and load-carrying capacity. Hence, predicting the degree of corrosion is critical for their reliability and safety. This study examined the applicability of the newly developed accelerated corrosion test authorised by ISO 16539 Method B for evaluating the corrosion characteristics of the weathering structural steel. The non-coated weathering steel was subjected to 28, 84, and 168 days of accelerated cyclic corrosion test. The same steel material was subjected to atmospheric exposure tests for 6 and 12 months at different locations. The corrosion behaviours of these different tests were compared by the semivariogram analysis. The results indicated that the corroded surfaces of the non-coated weathering steel obtained from the accelerated cyclic corrosion test and atmospheric exposure tests have similar spatial characteristics. The accelerated cyclic corrosion test could simulate the corrosion behaviour of the weathering steel under actual environments.",18.0,7.027777777777778,0.6736111111111112,0.5694444444444444,0.041666666666666664,0.013888888888888888,1.7855822550831792,2022,7.840579710144928
https://doi.org/10.1080/1478422x.2022.2112931,Corrosion behaviour characterisation of 316L stainless steel and Inconel 625 in supercritical water containing hydrochloric acid and high oxygen,2022,13,False,article,Corrosion Engineering Science and Technology The International Journal of Corrosion Processes and Corrosion Control,"Corrosion was currently the most crucial factor hindering the commercial development of supercritical water oxidation (SCWO) technology. Stainless steel represented by 316L and Ni-based alloy represented by Inconel 625 were performed and compared with corrosion resistance in supercritical environment with high concentrations of oxygen and chlorides. The results shown that the duplex layer was formed on two samples. The surface of 316L SS was mainly composed of loose magnetite and haematite, resulted in pitting corrosion, microcracks, and the exfoliation of oxide. The inner layer were separately a small amount of Cr2O3 oxide and FeCr2O4 spinel, which were caused by the lower content of chromium. Compared with 316L SS, the oxide film structure of Inconel 625 was composed of the outer layer of spinel and the inner layer of Cr-rich oxide. Some nodular oxides were formed, and it can be explained by the volatilisation process of chromium.",20.857142857142858,6.376712328767123,0.6506849315068494,0.589041095890411,0.06164383561643835,0.0273972602739726,1.6580406654343807,2022,7.840579710144928
https://doi.org/10.1080/1478422x.2021.1916236,Corrosion rate of carbon steel in carbonated concrete made with different supplementary cementitious materials,2021,10,False,article,Corrosion Engineering Science and Technology The International Journal of Corrosion Processes and Corrosion Control,"Carbonation-induced corrosion limits the durability of reinforced concrete structures exposed in urban environments. In these exposure conditions, the propagation phase of corrosion can be an important part of the service life and, hence the knowledge of the corrosion rate is essential for the design. However, data regarding the corrosion rate in carbonated concrete are scarce and mainly refer to Portland cement concrete. This paper reports the corrosion rate and corrosion potential of steel bars embedded in concretes with different binders and water/binder ratios, exposed both outdoor in unsheltered conditions and in laboratory conditions characterised by different temperatures and relative humidities. Concrete resistivity at different depths is also reported and correlations among these parameters are discussed. Corrosion potential, corrosion rate and concrete resistivity were strongly influenced by the relative humidity, while temperature played an important role only at high relative humidity. Steel in Portland cement concrete showed the lowest corrosion rate.",21.428571428571427,7.1066666666666665,0.7066666666666667,0.5866666666666667,0.04666666666666667,0.013333333333333334,1.3592233009708738,2021,7.357142857142857
https://doi.org/10.1080/1478422x.2018.1537157,New insights into copper corrosion in presence of benzotriazole and chloride ions,2018,6,False,article,Corrosion Engineering Science and Technology The International Journal of Corrosion Processes and Corrosion Control,"The effect of Cl– concentration and temperature on the copper corrosion in NaCl solution in presence of 40 mg L–1 benzotriazole was investigated using cyclic voltammetry, electrochemical impedance spectroscopy, electrochemical noise (EN) and scanning electron microscopy (SEM). Results revealed that the charge transfer resistance decreased with increasing the Cl– concentration and temperature. The EN generated at low Cl– concentration and low temperature had small noise amplitude, while the EN showed large potential oscillation amplitude in the case of high Cl– concentration and high temperature. A parameter, named corrosion active energy CAE, was proposed to further study the relationship between the EN feature and corrosion rate and corrosion severity (SEM). The variation trend of corrosion active energy CAE with Cl– concentration and temperature was found to be opposite with energy gap Eg and charge transfer resistance. Thus, CAE shows a promising potential to in situ evaluate the corrosion rate and corrosion severity.",25.166666666666668,6.781456953642384,0.7152317880794702,0.543046357615894,0.026490066225165563,0.013245033112582781,0.41930116472545753,2018,14.30952380952381
